X1,X1,cluster,status
9882,9882,0,0
9883,9883,1,0
9884,9884,1,0
9885,9885,1,0
9886,9886,0,0
9887,9887,1,0
9888,9888,0,0
9889,9889,1,0
9890,9890,1,0
9891,9891,1,0
9892,9892,1,0
9893,9893,1,0
9894,9894,0,0
9895,9895,1,0
9896,9896,1,0
9897,9897,1,0
9898,9898,1,0
9899,9899,1,0
9900,9900,1,0
9901,9901,1,0
9902,9902,1,0
9903,9903,1,0
9904,9904,1,0
9906,9906,1,0
9907,9907,1,0
9908,9908,1,0
9909,9909,1,0
9910,9910,0,0
9911,9911,0,0
9912,9912,1,0
9913,9913,1,0
9914,9914,1,0
9915,9915,0,0
9916,9916,1,0
9917,9917,1,0
9918,9918,1,0
9919,9919,1,0
9921,9921,1,0
9923,9923,1,0
9924,9924,0,0
9925,9925,1,0
9926,9926,1,0
9927,9927,0,0
9928,9928,1,0
9929,9929,1,0
9930,9930,0,0
9931,9931,1,0
9932,9932,1,0
9933,9933,1,0
9934,9934,1,0
9935,9935,1,0
9936,9936,1,0
9937,9937,1,0
9938,9938,1,0
9939,9939,1,0
9940,9940,0,0
9941,9941,1,0
9942,9942,1,0
9943,9943,1,0
9944,9944,1,0
9945,9945,1,0
9946,9946,1,0
9947,9947,1,0
9948,9948,1,0
9949,9949,1,0
9950,9950,1,0
9951,9951,1,0
9953,9953,1,0
9954,9954,1,0
9955,9955,1,0
9957,9957,1,0
9958,9958,1,0
9959,9959,1,0
9961,9961,1,0
9962,9962,0,0
9963,9963,1,0
9964,9964,1,0
9965,9965,1,0
9966,9966,0,0
9967,9967,1,0
9968,9968,1,0
9969,9969,1,0
9970,9970,1,0
9971,9971,1,0
9972,9972,1,0
9974,9974,1,0
9975,9975,1,0
9976,9976,1,0
9977,9977,0,0
9978,9978,1,0
9979,9979,1,0
9980,9980,1,0
9981,9981,1,0
9982,9982,1,0
9983,9983,1,0
9984,9984,1,0
9985,9985,1,0
9986,9986,1,0
9987,9987,1,0
9988,9988,0,0
9989,9989,1,0
9990,9990,1,0
9991,9991,1,0
9993,9993,1,0
9994,9994,1,0
9995,9995,1,0
9996,9996,1,0
9997,9997,1,0
9999,9999,1,0
10000,10000,1,0
10001,10001,0,0
10002,10002,1,0
10003,10003,1,0
10004,10004,1,0
10005,10005,1,0
10006,10006,1,0
10007,10007,1,0
10008,10008,1,0
10009,10009,1,0
10010,10010,1,0
10011,10011,1,0
10012,10012,1,0
10013,10013,1,0
10015,10015,1,0
10016,10016,1,0
10017,10017,1,0
10018,10018,1,0
10019,10019,1,0
10020,10020,1,0
10022,10022,1,0
10023,10023,1,0
10024,10024,1,0
10025,10025,1,0
10026,10026,1,0
10027,10027,1,0
10028,10028,1,0
10029,10029,1,0
10030,10030,1,0
10031,10031,1,0
10032,10032,1,0
10033,10033,1,0
10034,10034,1,0
10035,10035,1,0
10036,10036,1,0
10037,10037,0,0
10038,10038,1,0
10039,10039,1,0
10040,10040,1,0
10041,10041,0,0
10042,10042,1,0
10043,10043,1,0
10044,10044,1,0
10045,10045,1,0
10046,10046,1,0
10047,10047,0,0
10048,10048,1,0
10049,10049,1,0
10050,10050,1,0
10051,10051,1,0
10053,10053,0,0
10054,10054,1,0
10056,10056,1,0
10058,10058,1,0
10059,10059,1,0
10061,10061,1,0
10062,10062,1,0
10065,10065,1,0
10066,10066,1,0
10067,10067,1,0
10068,10068,1,0
10070,10070,1,0
10071,10071,1,0
10072,10072,0,0
10073,10073,1,0
10074,10074,1,0
10075,10075,1,0
10076,10076,1,0
10077,10077,1,0
10079,10079,1,0
10080,10080,1,0
10081,10081,1,0
10082,10082,1,0
10083,10083,1,0
10084,10084,1,0
10085,10085,1,0
10087,10087,1,0
10088,10088,1,0
10089,10089,1,0
10090,10090,1,0
10091,10091,1,0
10092,10092,1,0
10093,10093,1,0
10094,10094,1,0
10095,10095,1,0
10096,10096,1,0
10097,10097,1,0
10098,10098,1,0
10099,10099,1,0
10100,10100,0,0
10101,10101,1,0
10102,10102,1,0
10103,10103,1,0
10104,10104,1,0
10105,10105,1,0
10106,10106,1,0
10107,10107,1,0
10108,10108,1,0
10109,10109,1,0
10110,10110,1,0
10111,10111,1,0
10113,10113,1,0
10114,10114,1,0
10115,10115,1,0
10116,10116,1,0
10117,10117,0,0
10118,10118,1,0
10119,10119,0,0
10120,10120,1,0
10121,10121,1,0
10122,10122,1,0
10123,10123,1,0
10125,10125,1,0
10126,10126,1,0
10127,10127,1,0
10128,10128,1,0
10129,10129,0,0
10130,10130,1,0
10132,10132,1,0
10133,10133,1,0
10134,10134,1,0
10135,10135,1,0
10137,10137,1,0
10138,10138,0,0
10139,10139,0,0
10140,10140,1,0
10141,10141,1,0
10142,10142,1,0
10143,10143,0,0
10144,10144,1,0
10145,10145,1,0
10146,10146,1,0
10147,10147,1,0
10148,10148,1,0
10149,10149,1,0
10151,10151,1,0
10152,10152,1,0
10153,10153,1,0
10154,10154,1,0
10155,10155,1,0
10156,10156,1,0
10157,10157,1,0
10158,10158,1,0
10159,10159,1,0
10160,10160,1,0
10161,10161,1,0
10162,10162,1,0
10165,10165,1,0
10166,10166,1,0
10167,10167,1,0
10168,10168,1,0
10169,10169,1,0
10170,10170,1,0
10171,10171,1,0
10172,10172,1,0
10173,10173,1,0
10174,10174,1,0
10175,10175,1,0
10176,10176,1,0
10178,10178,1,0
10179,10179,1,0
10180,10180,1,0
10181,10181,1,0
10182,10182,1,0
10183,10183,1,0
10184,10184,1,0
10185,10185,1,0
10186,10186,1,0
10187,10187,1,0
10188,10188,1,0
10189,10189,1,0
10190,10190,1,0
10191,10191,1,0
10192,10192,1,0
10193,10193,1,0
10194,10194,1,0
10195,10195,1,0
10196,10196,1,0
10197,10197,1,0
10199,10199,1,0
10200,10200,1,0
10202,10202,1,0
10204,10204,1,0
10206,10206,1,0
10207,10207,1,0
10208,10208,1,0
10209,10209,1,0
10210,10210,1,0
10212,10212,1,0
10213,10213,1,0
10214,10214,1,0
10216,10216,0,0
10217,10217,1,0
10218,10218,0,0
10219,10219,1,0
10220,10220,1,0
10221,10221,1,0
10222,10222,1,0
10223,10223,0,0
10224,10224,1,0
10225,10225,1,0
10226,10226,1,0
10227,10227,1,0
10228,10228,1,0
10229,10229,1,0
10230,10230,1,0
10231,10231,1,0
10232,10232,1,0
10233,10233,1,0
10234,10234,1,0
10235,10235,1,0
10236,10236,0,0
10237,10237,0,0
10238,10238,1,0
10239,10239,1,0
10240,10240,1,0
10241,10241,1,0
10242,10242,1,0
10243,10243,0,0
10244,10244,0,0
10245,10245,1,0
10246,10246,1,0
10247,10247,1,0
10248,10248,1,0
10252,10252,1,0
10253,10253,1,0
10254,10254,1,0
10255,10255,1,0
10256,10256,1,0
10257,10257,1,0
10258,10258,0,0
10259,10259,1,0
10260,10260,1,0
10261,10261,1,0
10262,10262,1,0
10263,10263,1,0
10264,10264,1,0
10265,10265,1,0
10266,10266,1,0
10267,10267,1,0
10268,10268,1,0
10271,10271,1,0
10272,10272,1,0
10273,10273,1,0
10274,10274,1,0
10275,10275,1,0
10276,10276,1,0
10277,10277,1,0
10278,10278,1,0
10279,10279,0,0
10280,10280,1,0
10281,10281,1,0
10282,10282,1,0
10283,10283,1,0
10284,10284,1,0
10285,10285,1,0
10286,10286,0,0
10287,10287,1,0
10288,10288,1,0
10289,10289,1,0
10290,10290,1,0
10291,10291,1,0
10292,10292,1,0
10293,10293,1,0
10294,10294,1,0
10295,10295,1,0
10296,10296,1,0
10297,10297,1,0
10298,10298,1,0
10299,10299,1,0
10300,10300,1,0
10301,10301,1,0
10303,10303,1,0
10304,10304,1,0
10305,10305,1,0
10306,10306,1,0
10307,10307,1,0
10308,10308,1,0
10309,10309,1,0
10310,10310,1,0
10311,10311,1,0
10312,10312,0,0
10313,10313,1,0
10314,10314,1,0
10315,10315,1,0
10317,10317,1,0
10318,10318,1,0
10319,10319,1,0
10320,10320,1,0
10321,10321,1,0
10323,10323,0,0
10324,10324,1,0
10325,10325,1,0
10326,10326,1,0
10327,10327,1,0
10328,10328,1,0
10330,10330,1,0
10331,10331,1,0
10332,10332,1,0
10333,10333,1,0
10334,10334,0,0
10336,10336,1,0
10337,10337,1,0
10338,10338,1,0
10339,10339,1,0
10340,10340,1,0
10341,10341,1,0
10342,10342,1,0
10343,10343,1,0
10344,10344,1,0
10345,10345,1,0
10346,10346,1,0
10347,10347,1,0
10348,10348,1,0
10349,10349,1,0
10350,10350,1,0
10351,10351,1,0
10352,10352,1,0
10353,10353,1,0
10354,10354,1,0
10355,10355,1,0
10357,10357,1,0
10358,10358,1,0
10359,10359,1,0
10360,10360,1,0
10361,10361,1,0
10363,10363,1,0
10365,10365,1,0
10366,10366,1,0
10367,10367,1,0
10368,10368,1,0
10369,10369,1,0
10370,10370,1,0
10371,10371,1,0
10372,10372,1,0
10373,10373,1,0
10374,10374,1,0
10375,10375,1,0
10376,10376,1,0
10377,10377,1,0
10378,10378,1,0
10379,10379,1,0
10380,10380,1,0
10381,10381,1,0
10382,10382,1,0
10384,10384,1,0
10385,10385,1,0
10386,10386,1,0
10388,10388,1,0
10389,10389,1,0
10390,10390,1,0
10391,10391,1,0
10393,10393,1,0
10394,10394,1,0
10395,10395,1,0
10396,10396,1,0
10397,10397,1,0
10398,10398,1,0
10400,10400,1,0
10401,10401,1,0
10402,10402,1,0
10403,10403,1,0
10404,10404,1,0
10405,10405,1,0
10406,10406,0,0
10407,10407,1,0
10408,10408,1,0
10409,10409,1,0
10410,10410,1,0
10411,10411,1,0
10412,10412,1,0
10414,10414,0,0
10415,10415,0,0
10416,10416,1,0
10417,10417,1,0
10418,10418,1,0
10419,10419,1,0
10421,10421,1,0
10422,10422,1,0
10423,10423,1,0
10424,10424,1,0
10425,10425,1,0
10426,10426,1,0
10427,10427,1,0
10428,10428,1,0
10429,10429,1,0
10430,10430,1,0
10431,10431,0,0
10432,10432,1,0
10433,10433,1,0
10434,10434,0,0
10435,10435,1,0
10436,10436,1,0
10437,10437,1,0
10438,10438,1,0
10439,10439,1,0
10441,10441,1,0
10442,10442,1,0
10444,10444,1,0
10445,10445,1,0
10446,10446,1,0
10447,10447,1,0
10448,10448,1,0
10449,10449,1,0
10450,10450,1,0
10452,10452,1,0
10453,10453,1,0
10454,10454,1,0
10456,10456,1,0
10457,10457,1,0
10458,10458,1,0
10459,10459,1,0
10460,10460,1,0
10461,10461,1,0
10462,10462,1,0
10463,10463,1,0
10464,10464,1,0
10466,10466,0,0
10467,10467,1,0
10468,10468,1,0
10469,10469,1,0
10470,10470,1,0
10471,10471,1,0
10472,10472,1,0
10474,10474,1,0
10475,10475,1,0
10476,10476,1,0
10477,10477,1,0
10478,10478,0,0
10479,10479,1,0
10480,10480,1,0
10482,10482,0,0
10483,10483,1,0
10484,10484,1,0
10485,10485,1,0
10486,10486,1,0
10487,10487,1,0
10488,10488,1,0
10489,10489,1,0
10490,10490,1,0
10491,10491,1,0
10492,10492,1,0
10493,10493,1,0
10494,10494,1,0
10495,10495,1,0
10496,10496,1,0
10497,10497,1,0
10498,10498,1,0
10499,10499,1,0
10500,10500,1,0
10501,10501,1,0
10502,10502,1,0
10503,10503,1,0
10504,10504,1,0
10505,10505,1,0
10506,10506,1,0
10507,10507,1,0
10508,10508,1,0
10509,10509,1,0
10510,10510,1,0
10514,10514,1,0
10515,10515,1,0
10516,10516,1,0
10517,10517,1,0
10518,10518,1,0
10519,10519,1,0
10520,10520,1,0
10521,10521,1,0
10522,10522,1,0
10523,10523,1,0
10524,10524,1,0
10525,10525,0,0
10526,10526,1,0
10527,10527,0,0
10528,10528,1,0
10529,10529,1,0
10530,10530,1,0
10531,10531,1,0
10532,10532,1,0
10533,10533,1,0
10534,10534,1,0
10535,10535,1,0
10536,10536,1,0
10537,10537,1,0
10538,10538,1,0
10539,10539,1,0
10540,10540,1,0
10541,10541,1,0
10542,10542,1,0
10543,10543,1,0
10545,10545,1,0
10546,10546,1,0
10547,10547,1,0
10548,10548,1,0
10550,10550,1,0
10552,10552,1,0
10554,10554,1,0
10555,10555,1,0
10556,10556,1,0
10557,10557,1,0
10558,10558,0,0
10559,10559,1,0
10560,10560,1,0
10561,10561,0,0
10563,10563,1,0
10564,10564,1,0
10565,10565,1,0
10566,10566,1,0
10567,10567,1,0
10568,10568,1,0
10569,10569,1,0
10570,10570,0,0
10571,10571,1,0
10572,10572,1,0
10573,10573,0,0
10574,10574,1,0
10575,10575,1,0
10576,10576,1,0
10577,10577,1,0
10578,10578,1,0
10579,10579,0,0
10580,10580,1,0
10581,10581,1,0
10582,10582,1,0
10583,10583,1,0
10584,10584,1,0
10585,10585,1,0
10586,10586,1,0
10588,10588,1,0
10589,10589,1,0
10590,10590,1,0
10591,10591,1,0
10592,10592,1,0
10594,10594,1,0
10595,10595,1,0
10596,10596,1,0
10597,10597,1,0
10598,10598,1,0
10599,10599,1,0
10600,10600,1,0
10601,10601,1,0
10602,10602,1,0
10603,10603,1,0
10604,10604,1,0
10605,10605,1,0
10606,10606,1,0
10607,10607,1,0
10608,10608,1,0
10609,10609,1,0
10611,10611,1,0
10612,10612,1,0
10613,10613,0,0
10614,10614,1,0
10615,10615,1,0
10616,10616,1,0
10618,10618,1,0
10619,10619,0,0
10620,10620,1,0
10621,10621,1,0
10622,10622,1,0
10624,10624,1,0
10625,10625,1,0
10626,10626,1,0
10627,10627,1,0
10628,10628,1,0
10629,10629,1,0
10630,10630,1,0
10631,10631,1,0
10633,10633,1,0
10634,10634,1,0
10636,10636,1,0
10637,10637,1,0
10638,10638,1,0
10639,10639,1,0
10640,10640,1,0
10641,10641,1,0
10643,10643,1,0
10644,10644,1,0
10645,10645,1,0
10646,10646,1,0
10647,10647,1,0
10648,10648,1,0
10649,10649,1,0
10651,10651,1,0
10652,10652,1,0
10653,10653,1,0
10654,10654,0,0
10655,10655,1,0
10656,10656,1,0
10657,10657,1,0
10658,10658,1,0
10659,10659,1,0
10660,10660,1,0
10663,10663,1,0
10664,10664,1,0
10665,10665,1,0
10667,10667,1,0
10668,10668,1,0
10669,10669,1,0
10671,10671,1,0
10672,10672,1,0
10673,10673,0,0
10674,10674,1,0
10675,10675,1,0
10676,10676,1,0
10677,10677,1,0
10678,10678,1,0
10679,10679,1,0
10680,10680,1,0
10681,10681,1,0
10682,10682,1,0
10683,10683,1,0
10684,10684,1,0
10685,10685,0,0
10686,10686,0,0
10687,10687,1,0
10688,10688,0,0
10689,10689,1,0
10691,10691,1,0
10692,10692,1,0
10693,10693,1,0
10694,10694,1,0
10695,10695,1,0
10696,10696,0,0
10697,10697,1,0
10698,10698,1,0
10700,10700,0,0
10701,10701,1,0
10702,10702,1,0
10703,10703,1,0
10704,10704,1,0
10705,10705,1,0
10706,10706,1,0
10707,10707,0,0
10708,10708,1,0
10709,10709,1,0
10710,10710,1,0
10711,10711,0,0
10712,10712,0,0
10713,10713,1,0
10714,10714,1,0
10715,10715,1,0
10716,10716,1,0
10717,10717,1,0
10718,10718,1,0
10719,10719,1,0
10721,10721,1,0
10722,10722,1,0
10723,10723,1,0
10724,10724,1,0
10725,10725,1,0
10726,10726,1,0
10728,10728,1,0
10729,10729,1,0
10730,10730,1,0
10731,10731,1,0
10733,10733,1,0
10734,10734,1,0
10735,10735,1,0
10736,10736,1,0
10737,10737,1,0
10738,10738,1,0
10739,10739,1,0
10740,10740,1,0
10741,10741,1,0
10742,10742,1,0
10743,10743,1,0
10744,10744,1,0
10745,10745,1,0
10746,10746,1,0
10747,10747,1,0
10748,10748,0,0
10749,10749,1,0
10750,10750,1,0
10751,10751,1,0
10752,10752,0,0
10753,10753,1,0
10754,10754,1,0
10755,10755,1,0
10757,10757,1,0
10758,10758,1,0
10759,10759,1,0
10760,10760,1,0
10761,10761,1,0
10762,10762,1,0
10763,10763,1,0
10764,10764,1,0
10766,10766,1,0
10767,10767,1,0
10768,10768,1,0
10769,10769,1,0
10770,10770,1,0
10771,10771,1,0
10772,10772,1,0
10773,10773,1,0
10775,10775,1,0
10776,10776,1,0
10777,10777,1,0
10778,10778,1,0
10779,10779,1,0
10780,10780,1,0
10781,10781,1,0
10782,10782,1,0
10783,10783,0,0
10784,10784,1,0
10785,10785,1,0
10786,10786,1,0
10787,10787,1,0
10788,10788,1,0
10789,10789,1,0
10791,10791,0,0
10792,10792,1,0
10793,10793,1,0
10794,10794,1,0
10795,10795,1,0
10796,10796,1,0
10797,10797,1,0
10798,10798,1,0
10799,10799,1,0
10800,10800,1,0
10801,10801,1,0
10802,10802,0,0
10803,10803,1,0
10805,10805,1,0
10806,10806,1,0
10807,10807,1,0
10808,10808,1,0
10809,10809,1,0
10810,10810,1,0
10811,10811,1,0
10812,10812,1,0
10813,10813,1,0
10814,10814,1,0
10815,10815,1,0
10816,10816,1,0
10817,10817,1,0
10818,10818,1,0
10819,10819,1,0
10820,10820,1,0
10821,10821,1,0
10823,10823,1,0
10824,10824,1,0
10825,10825,1,0
10826,10826,1,0
10827,10827,1,0
10828,10828,1,0
10829,10829,1,0
10831,10831,1,0
10832,10832,1,0
10833,10833,1,0
10834,10834,1,0
10835,10835,1,0
10836,10836,1,0
10837,10837,1,0
10838,10838,1,0
10839,10839,1,0
10840,10840,1,0
10841,10841,1,0
10842,10842,1,0
10843,10843,1,0
10844,10844,1,0
10845,10845,1,0
10846,10846,1,0
10847,10847,1,0
10849,10849,1,0
10851,10851,1,0
10852,10852,1,0
10853,10853,0,0
10854,10854,1,0
10855,10855,1,0
10856,10856,1,0
10857,10857,1,0
10858,10858,1,0
10861,10861,1,0
10862,10862,1,0
10863,10863,1,0
10864,10864,1,0
10865,10865,1,0
10866,10866,1,0
10867,10867,1,0
10868,10868,1,0
10869,10869,1,0
10871,10871,1,0
10872,10872,1,0
10873,10873,1,0
10874,10874,1,0
10875,10875,1,0
10876,10876,1,0
10877,10877,1,0
10878,10878,1,0
10879,10879,1,0
10880,10880,1,0
10881,10881,1,0
10882,10882,1,0
10884,10884,1,0
10885,10885,1,0
10886,10886,1,0
10887,10887,1,0
10888,10888,1,0
10889,10889,1,0
10890,10890,1,0
10891,10891,1,0
10892,10892,1,0
10893,10893,1,0
10894,10894,1,0
10895,10895,1,0
10897,10897,1,0
10899,10899,1,0
10900,10900,1,0
10901,10901,1,0
10902,10902,1,0
10903,10903,1,0
10904,10904,1,0
10905,10905,1,0
10906,10906,1,0
10907,10907,1,0
10908,10908,1,0
10910,10910,1,0
10911,10911,1,0
10912,10912,1,0
10913,10913,1,0
10915,10915,1,0
10916,10916,1,0
10917,10917,1,0
10918,10918,1,0
10919,10919,1,0
10920,10920,1,0
10921,10921,1,0
10922,10922,1,0
10923,10923,1,0
10924,10924,1,0
10926,10926,1,0
10927,10927,1,0
10928,10928,0,0
10929,10929,1,0
10930,10930,1,0
10931,10931,1,0
10932,10932,1,0
10933,10933,1,0
10934,10934,1,0
10937,10937,0,0
10938,10938,1,0
10939,10939,1,0
10940,10940,1,0
10941,10941,1,0
10942,10942,1,0
10943,10943,1,0
10944,10944,0,0
10945,10945,1,0
10946,10946,1,0
10947,10947,1,0
10949,10949,1,0
10950,10950,0,0
10951,10951,1,0
10952,10952,1,0
10953,10953,1,0
10954,10954,1,0
10955,10955,1,0
10956,10956,1,0
10957,10957,1,0
10959,10959,1,0
10960,10960,1,0
10961,10961,1,0
10962,10962,1,0
10964,10964,1,0
10965,10965,1,0
10966,10966,1,0
10969,10969,1,0
10970,10970,0,0
10971,10971,1,0
10972,10972,1,0
10973,10973,1,0
10974,10974,1,0
10975,10975,1,0
10976,10976,0,0
10977,10977,1,0
10978,10978,1,0
10979,10979,1,0
10980,10980,1,0
10981,10981,1,0
10982,10982,1,0
10983,10983,1,0
10984,10984,0,0
10985,10985,1,0
10986,10986,1,0
10988,10988,1,0
10989,10989,1,0
10990,10990,1,0
10991,10991,1,0
10992,10992,1,0
10993,10993,1,0
10994,10994,1,0
10995,10995,1,0
10996,10996,1,0
10997,10997,1,0
10998,10998,1,0
11000,11000,1,0
11001,11001,1,0
11002,11002,1,0
11004,11004,1,0
11005,11005,1,0
11006,11006,1,0
11007,11007,1,0
11008,11008,1,0
11009,11009,1,0
11010,11010,1,0
11011,11011,1,0
11012,11012,1,0
11013,11013,1,0
11014,11014,1,0
11015,11015,1,0
11016,11016,1,0
11017,11017,1,0
11018,11018,1,0
11019,11019,1,0
11020,11020,1,0
11021,11021,1,0
11024,11024,1,0
11025,11025,1,0
11026,11026,1,0
11027,11027,1,0
11028,11028,1,0
11029,11029,1,0
11030,11030,1,0
11031,11031,1,0
11032,11032,1,0
11033,11033,1,0
11036,11036,1,0
11038,11038,1,0
11039,11039,1,0
11040,11040,1,0
11041,11041,1,0
11042,11042,1,0
11043,11043,1,0
11044,11044,1,0
11045,11045,1,0
11046,11046,1,0
11047,11047,1,0
11048,11048,1,0
11049,11049,1,0
11050,11050,1,0
11051,11051,1,0
11052,11052,0,0
11053,11053,1,0
11054,11054,1,0
11055,11055,1,0
11056,11056,0,0
11057,11057,1,0
11058,11058,1,0
11059,11059,1,0
11060,11060,1,0
11061,11061,1,0
11062,11062,1,0
11064,11064,1,0
11065,11065,1,0
11066,11066,1,0
11067,11067,1,0
11069,11069,1,0
11070,11070,1,0
11071,11071,1,0
11072,11072,1,0
11073,11073,1,0
11074,11074,1,0
11075,11075,1,0
11076,11076,1,0
11077,11077,1,0
11078,11078,1,0
11079,11079,1,0
11080,11080,1,0
11081,11081,1,0
11082,11082,0,0
11083,11083,1,0
11084,11084,1,0
11085,11085,1,0
11086,11086,1,0
11087,11087,1,0
11088,11088,1,0
11089,11089,1,0
11090,11090,1,0
11091,11091,1,0
11092,11092,1,0
11093,11093,1,0
11094,11094,1,0
11095,11095,1,0
11096,11096,1,0
11097,11097,1,0
11098,11098,1,0
11099,11099,1,0
11100,11100,1,0
11101,11101,1,0
11102,11102,1,0
11103,11103,1,0
11104,11104,1,0
11106,11106,1,0
11107,11107,1,0
11108,11108,1,0
11109,11109,1,0
11110,11110,0,0
11111,11111,0,0
11112,11112,1,0
11113,11113,1,0
11114,11114,1,0
11115,11115,1,0
11116,11116,1,0
11117,11117,0,0
11118,11118,1,0
11119,11119,1,0
11120,11120,1,0
11121,11121,1,0
11122,11122,1,0
11123,11123,1,0
11125,11125,1,0
11126,11126,1,0
11127,11127,1,0
11128,11128,1,0
11130,11130,1,0
11131,11131,1,0
11132,11132,1,0
11133,11133,1,0
11134,11134,1,0
11135,11135,0,0
11136,11136,1,0
11137,11137,1,0
11138,11138,1,0
11139,11139,0,0
11140,11140,1,0
11141,11141,1,0
11143,11143,1,0
11144,11144,1,0
11145,11145,1,0
11146,11146,1,0
11147,11147,1,0
11148,11148,1,0
11149,11149,1,0
11150,11150,1,0
11151,11151,1,0
11152,11152,1,0
11153,11153,0,0
11154,11154,1,0
11155,11155,1,0
11156,11156,1,0
11157,11157,0,0
11159,11159,1,0
11160,11160,1,0
11161,11161,1,0
11162,11162,1,0
11163,11163,1,0
11164,11164,1,0
11165,11165,1,0
11167,11167,1,0
11168,11168,1,0
11169,11169,1,0
11170,11170,1,0
11171,11171,1,0
11172,11172,1,0
11173,11173,1,0
11174,11174,1,0
11175,11175,1,0
11176,11176,1,0
11177,11177,1,0
11178,11178,1,0
11179,11179,1,0
11180,11180,1,0
11181,11181,1,0
11182,11182,1,0
11184,11184,1,0
11185,11185,1,0
11186,11186,1,0
11187,11187,1,0
11188,11188,1,0
11189,11189,0,0
11191,11191,0,0
11192,11192,1,0
11193,11193,1,0
11194,11194,1,0
11195,11195,1,0
11196,11196,1,0
11198,11198,1,0
11200,11200,1,0
11201,11201,1,0
11202,11202,1,0
11203,11203,1,0
11204,11204,1,0
11205,11205,1,0
11206,11206,1,0
11207,11207,1,0
11208,11208,1,0
11210,11210,1,0
11211,11211,1,0
11212,11212,1,0
11213,11213,1,0
11214,11214,1,0
11216,11216,1,0
11217,11217,1,0
11218,11218,1,0
11219,11219,1,0
11220,11220,1,0
11221,11221,1,0
11222,11222,1,0
11223,11223,1,0
11224,11224,1,0
11225,11225,0,0
11226,11226,1,0
11228,11228,1,0
11229,11229,1,0
11230,11230,1,0
11231,11231,0,0
11232,11232,1,0
11233,11233,1,0
11234,11234,1,0
11235,11235,1,0
11236,11236,1,0
11237,11237,1,0
11238,11238,1,0
11239,11239,1,0
11240,11240,1,0
11241,11241,1,0
11242,11242,0,0
11243,11243,1,0
11244,11244,1,0
11245,11245,1,0
11246,11246,1,0
11247,11247,0,0
11248,11248,0,0
11250,11250,1,0
11251,11251,1,0
11252,11252,1,0
11253,11253,1,0
11254,11254,1,0
11255,11255,1,0
11256,11256,1,0
11258,11258,1,0
11259,11259,1,0
11260,11260,1,0
11261,11261,1,0
11262,11262,1,0
11263,11263,1,0
11264,11264,1,0
11265,11265,1,0
11266,11266,1,0
11267,11267,0,0
11268,11268,1,0
11269,11269,1,0
11270,11270,1,0
11271,11271,1,0
11272,11272,0,0
11273,11273,1,0
11274,11274,1,0
11275,11275,1,0
11276,11276,1,0
11277,11277,1,0
11278,11278,1,0
11279,11279,0,0
11280,11280,1,0
11281,11281,0,0
11282,11282,0,0
11283,11283,1,0
11284,11284,1,0
11285,11285,1,0
11286,11286,1,0
11287,11287,1,0
11288,11288,1,0
11289,11289,1,0
11290,11290,1,0
11291,11291,1,0
11292,11292,1,0
11293,11293,1,0
11294,11294,1,0
11295,11295,0,0
11296,11296,1,0
11297,11297,1,0
11298,11298,1,0
11299,11299,0,0
11300,11300,1,0
11301,11301,1,0
11302,11302,1,0
11303,11303,1,0
11304,11304,1,0
11305,11305,1,0
11306,11306,1,0
11307,11307,1,0
11308,11308,1,0
11309,11309,1,0
11310,11310,1,0
11311,11311,1,0
11312,11312,1,0
11313,11313,1,0
11314,11314,1,0
11315,11315,1,0
11316,11316,1,0
11318,11318,1,0
11319,11319,1,0
11320,11320,1,0
11321,11321,1,0
11322,11322,1,0
11323,11323,1,0
11324,11324,1,0
11325,11325,1,0
11326,11326,1,0
11327,11327,1,0
11328,11328,1,0
11329,11329,1,0
11330,11330,1,0
11332,11332,1,0
11333,11333,1,0
11334,11334,1,0
11335,11335,0,0
11336,11336,1,0
11337,11337,1,0
11338,11338,1,0
11339,11339,1,0
11340,11340,1,0
11341,11341,1,0
11342,11342,0,0
11343,11343,0,0
11344,11344,1,0
11345,11345,1,0
11346,11346,0,0
11347,11347,1,0
11348,11348,1,0
11349,11349,1,0
11350,11350,1,0
11351,11351,1,0
11352,11352,1,0
11353,11353,1,0
11354,11354,1,0
11355,11355,1,0
11356,11356,1,0
11357,11357,1,0
11359,11359,1,0
11360,11360,1,0
11361,11361,1,0
11363,11363,1,0
11364,11364,1,0
11365,11365,1,0
11366,11366,1,0
11367,11367,1,0
11368,11368,1,0
11371,11371,1,0
11372,11372,1,0
11373,11373,1,0
11374,11374,1,0
11375,11375,1,0
11376,11376,1,0
11377,11377,1,0
11378,11378,1,0
11379,11379,1,0
11380,11380,1,0
11381,11381,1,0
11382,11382,1,0
11383,11383,1,0
11386,11386,1,0
11387,11387,1,0
11388,11388,0,0
11389,11389,1,0
11390,11390,1,0
11391,11391,1,0
11392,11392,1,0
11393,11393,1,0
11395,11395,1,0
11396,11396,1,0
11397,11397,1,0
11398,11398,1,0
11399,11399,1,0
11401,11401,1,0
11402,11402,1,0
11403,11403,1,0
11405,11405,1,0
11406,11406,1,0
11407,11407,1,0
11408,11408,1,0
11409,11409,1,0
11410,11410,1,0
11411,11411,1,0
11412,11412,1,0
11414,11414,1,0
11415,11415,1,0
11416,11416,1,0
11417,11417,1,0
11418,11418,1,0
11419,11419,1,0
11420,11420,1,0
11421,11421,0,0
11422,11422,1,0
11423,11423,1,0
11424,11424,0,0
11426,11426,1,0
11427,11427,1,0
11428,11428,1,0
