X1,status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
259,1,17.02,9.67,1.06,0.76,0.44,0.59,-0.63,-0.02,-0.78,0.74,0.66,-1.62,0.85,0.03,0.03,1,1,1,1,118,110,146,6538,1623
261,1,9.71,0.01,1.1,1.08,0.67,4.04,40.18,0.03,0.18,3.53,3.45,0.02,56.37,0.01,0.01,0,0,1,0,38,89,23,7089,7312
262,1,39.16,0,1.03,1.04,0.71,3.09,0.52,0.02,0.28,1.45,1.44,1.74,0.74,0.01,0.01,0,1,1,0,78,0,0,6787,4669
263,1,6.58,2.44,1.15,0.9,0.79,0.85,2.02,0.06,0.16,0.85,0.86,0.43,3.39,0.1,0.1,0,0,1,0,28,125,158,6537,7311
264,1,-9.79,-1.42,0.9,0.79,0.17,-0.3,-9.78,-0.14,-1.39,0.42,0.41,-0.1,-7.13,-0.24,-0.25,1,1,1,1,568,136,121,7310,4322
265,1,-2.87,-1.03,0.65,0.29,0.28,-0.83,-7.01,-0.4,-0.84,0.25,0.25,-0.14,-4.48,-1,-1.01,1,1,1,1,12,900,497,6725,7311
266,1,-6.85,-2.25,0.85,0.73,0.58,0.25,-9.72,-0.18,-1.25,1.25,1.25,-0.1,2.01,0.03,0.03,1,1,1,1,39,181,121,6851,2820
267,1,36.14,18.67,1.03,1.16,0.63,4.99,1.83,0.04,0.01,0.53,0.54,0.55,2.07,0.08,0.08,0,0,1,0,303,163,326,6741,4120
268,1,-8.93,-2.71,0.89,0.96,0.95,0.49,-3.37,-0.09,-0.93,2.15,2.12,-0.3,-2.2,-0.03,-0.03,1,1,1,1,1,83,120,6319,4638
270,1,10.22,0,1.1,1.06,1.06,2.54,3.6,0.02,0.08,2.98,2.98,0.27,5.56,0.01,0.01,0,0,1,0,0,0,103,5953,7021
271,1,-17.19,-2.4,0.94,0.8,0.75,-0.11,-2.09,-0.06,-1.47,1.97,1.97,-0.48,-1.03,-0.02,-0.02,1,1,1,1,9,123,86,6196,3101
272,1,43.01,8.74,1.02,0.95,0.49,0.53,0.98,0.01,-0.34,0.69,0.57,1.01,1.65,0.03,0.04,0,1,1,1,230,205,215,6267,4642
273,1,-4.12,-1.27,0.76,0.67,0.55,0.31,-0.68,-0.02,-0.19,0.36,0.37,-1.58,-0.39,-0.03,-0.03,1,1,1,1,104,335,472,6047,3100
274,1,51.37,4.23,1.02,1,1,1.01,1.31,0.01,0.01,1.31,1.15,0.74,1.99,0.01,0.01,0,0,1,0,0,205,202,6834,5229
275,1,-10.32,0,0.9,0.8,0.8,-0.1,-53.98,-0.24,-2.17,1.12,1.12,-0.02,-40.76,-0.16,-0.16,1,1,1,1,0,0,0,7845,6201
276,1,-6.45,-1.8,0.85,0.76,0.38,0.53,-9.78,-0.36,-2.36,0.39,0.53,-0.1,-7.49,-0.7,-0.52,1,1,1,1,284,111,256,5713,1310
277,1,-8.37,-1.93,0.88,0.85,0.24,0.12,-9.12,-0.18,-1.44,0.32,0.16,-0.11,-8.1,-0.49,-0.98,1,1,1,1,678,212,195,6216,2511
279,1,38.52,20.26,1.03,1.02,0.6,1.19,-5.04,-0.15,-7.18,0.81,0.87,-0.18,-4.35,-0.15,-0.14,1,1,1,1,167,187,202,5606,4652
281,1,9.21,0.37,1.11,1.08,1.06,3.19,2.79,0.02,-0.03,1.91,1.91,0.34,4.12,0.01,0.01,0,0,1,1,4,157,170,5823,4632
282,1,-2.25,0,0.56,0.31,0.15,-0.72,-31.72,-0.83,-1.02,1.7,1.69,-0.03,-28.18,-0.42,-0.42,1,1,1,1,48,0,0,6055,8299
283,1,37.45,12.29,1.03,0.74,0.56,0.54,-4.11,-0.12,-4.59,0.97,1.02,-0.24,-3.07,-0.09,-0.08,1,1,1,1,50,155,108,7335,2550
286,1,27.87,0.41,1.04,0.2,0.2,0.1,0.81,0.02,0.11,0.78,0.65,1.24,2.76,0.1,0.12,0,1,1,0,1,61,44,5735,8559
287,1,-3.48,-0.73,0.71,0.75,0.75,-5.7,2.16,0.08,-1.32,1.86,1.83,0.45,2.67,0.05,0.05,0,0,1,1,0,126,96,5721,6209
289,1,3.14,0.96,1.32,1.29,1.08,4.33,4.72,0.04,0.36,5.59,5.58,0.21,6.77,0.01,0.01,0,0,1,0,10,4,28,5913,4669
290,1,72.2,17.01,1.01,1.45,0.57,4.62,-4.21,-0.07,-6.88,0.35,0.68,-0.24,-3.79,-0.19,-0.1,1,1,1,1,585,180,292,5654,4120
291,1,-2.58,-1.01,0.61,0.63,0.47,-4.15,-6.71,-0.27,-0.54,0.72,0.67,-0.15,-6.24,-0.35,-0.38,1,1,1,1,116,371,291,5977,1412
292,1,17.66,4.92,1.06,0.84,0.83,0.51,1.83,0.04,0.41,2.04,2.02,0.55,2.01,0.02,0.02,0,0,1,0,2,78,103,5578,4631
293,1,7.62,0,1.13,1.02,0.91,1.05,1.87,0.05,0.08,1.61,1.61,0.53,2.16,0.03,0.03,0,0,1,0,18,0,0,5939,4730
294,1,-11.32,-6.35,0.91,0.91,0.36,0.38,-2.52,-0.13,-1.79,0.72,0.75,-0.39,-2.38,-0.16,-0.16,1,1,1,1,258,81,166,5797,1439
295,1,-2.59,-0.61,0.61,0.72,0.59,-3.18,-20.28,-0.7,-1.17,0.69,0.97,-0.05,-18.22,-0.91,-0.64,1,1,1,1,86,435,334,5720,3101
296,1,4.68,0,1.21,0.99,0.82,0.97,22.46,0.04,0.09,5.09,5.09,0.04,55.59,0.02,0.02,0,0,1,0,10,28,4,5759,3832
297,1,2.98,1.34,1.34,1.1,0.97,1.25,8.39,0.24,0.73,1.89,1.89,0.12,8.72,0.13,0.13,0,0,1,0,17,61,98,5840,4634
298,1,-2.56,-0.85,0.61,1.66,1.33,10.29,-3.36,-0.53,-1.15,1.4,1.43,-0.3,-3.3,-0.38,-0.37,1,1,1,1,51,91,174,5444,4634
299,1,-4.56,-1.29,0.78,0.85,0.35,-0.28,-9.33,-0.42,-1.23,1.15,1.16,-0.11,-8.69,-0.34,-0.34,1,1,1,1,165,108,90,5672,1310
301,1,81.54,0,1.01,1,1,1.39,39.57,0.01,0.29,1.08,1.08,0.03,44.35,0.01,0.01,0,0,1,0,0,318,316,5434,4941
302,1,-5.5,-0.24,0.82,0.68,0.68,0.36,-19.7,-0.29,-2.45,0.63,0.63,-0.05,-14.45,-0.34,-0.34,1,1,1,1,4,78,103,5403,5510
303,1,-3.67,0,0.73,0.78,0.66,-1.79,0.71,0.05,-0.07,0.75,0.69,1.4,1.03,0.09,0.09,0,1,1,1,65,0,0,5466,3212
304,1,8.65,3.35,1.12,0.96,0.79,0.88,-2.6,-0.07,-0.77,0.54,0.48,-0.38,-2.26,-0.11,-0.13,1,1,1,1,85,228,352,5838,3320
305,1,-3.07,-1.74,0.67,0.59,0.37,-1.22,-8.72,-0.52,-1.55,0.45,0.74,-0.11,-8.21,-1.08,-0.65,1,1,1,1,231,265,129,5371,2512
306,1,140.95,26.5,1.01,0.99,0.57,0.65,1.39,0.03,0.22,0.93,0.93,0.72,1.75,0.04,0.04,0,0,1,0,162,262,193,4913,1413
307,1,5.5,1.84,1.18,0.97,0.97,0.88,-4.04,-0.07,-0.59,1.47,1.46,-0.21,-3.9,-0.04,-0.04,1,1,1,1,0,97,189,5269,6820
308,1,49.28,12.77,1.02,0.94,0.46,0.46,-1.65,-0.02,-0.69,0.65,0.43,-0.63,-1,-0.02,-0.03,1,1,1,1,262,340,0,4867,4120
310,1,8.09,1.88,1.12,1.14,0.88,2.97,2.34,0.05,0.13,1.89,1.87,0.43,2.54,0.03,0.03,0,0,1,0,41,90,138,5205,4632
312,1,0.63,0,2.59,2.39,1.55,3.7,14.07,0.38,0.42,8.29,8,0.07,17.43,0.06,0.06,0,0,1,0,13,0,0,5245,4638
313,1,24.44,4.08,1.04,1.13,1.13,14,-0.98,-0.01,-0.53,1.47,1.47,-1.02,-0.1,0,0,1,1,1,1,0,185,223,5234,4638
314,1,32.31,0,1.03,1,1,0.96,217.75,0.01,0.08,2.43,2.43,0,375.52,0.01,0.01,0,0,1,0,0,144,57,5684,7022
315,1,115.96,0,1.01,1.03,1.03,35.48,149.03,0.02,0.42,2.45,2.44,0.01,150.68,0.01,0.01,0,0,1,0,0,105,149,6299,8299
316,1,2.52,0,1.4,1.37,1.14,14.6,14.2,0.19,0.41,4.4,4.4,0.07,14.36,0.04,0.04,0,0,1,0,14,0,0,4966,4676
318,1,-9.46,-0.29,0.89,0.95,0.9,-14.07,-33.8,-0.21,-1.05,0.42,0.42,-0.03,-29.25,-0.43,-0.43,1,1,1,1,47,227,590,5604,7911
319,1,2.82,1,1.35,1.11,0.75,1.17,4.47,0.11,0.18,1.36,1.33,0.22,6.55,0.12,0.12,0,0,1,0,54,87,93,5146,4329
321,1,11.59,2.39,1.09,0.94,0.94,0.61,5.99,0.04,0.23,1.08,1.08,0.17,8.63,0.05,0.05,0,0,1,0,0,231,265,5032,4120
322,1,-4.11,-1.15,0.76,0.77,0.56,-0.92,-10.51,-0.35,-1.18,0.73,0.94,-0.1,-10.23,-0.48,-0.37,1,1,1,1,118,326,265,4845,4222
323,1,13.61,1.26,1.07,1.06,0.96,1.91,3.97,0.12,0.32,2.96,2.86,0.25,4.44,0.05,0.05,0,0,1,0,11,79,71,5158,4120
325,1,12.93,0.58,1.08,1.08,1.08,227.39,-23.4,-0.03,-0.46,0.91,0.44,-0.04,-23.09,-0.03,-0.07,1,1,1,1,0,342,279,5452,8121
326,1,-2.1,-1.02,0.52,0.18,0.17,-1.18,-9.26,-0.34,-0.37,0.5,0.49,-0.11,-5.88,-0.43,-0.44,1,1,1,1,7,417,131,4788,4399
327,1,3.83,0,1.26,1.26,1.26,13.75,270.2,0.08,0.22,1.71,1.71,0,331.72,0.06,0.06,0,0,0,0,0,117,127,4982,7311
328,1,0.67,0,2.5,2.68,2.61,14.93,159.58,0.26,0.27,3.05,3.02,0.01,170.53,0.09,0.09,0,0,1,0,3,32,95,4799,4639
330,1,114.82,9.58,1.01,0.6,0.57,0.14,3.98,0.06,0.67,1.43,1.37,0.25,7.39,0.08,0.08,0,0,1,0,7,132,104,4945,7022
331,1,14.8,0,1.07,1.15,1.15,1.71,0.56,0.01,-0.21,1.38,1.34,1.72,2.71,0.03,0.03,0,1,1,1,0,0,0,4921,4941
332,1,-2.3,-1.08,0.56,0.54,0.46,-13.55,-15.98,-0.76,-1.04,2.35,2.34,-0.06,-8.77,-0.18,-0.18,1,1,1,1,21,140,120,4583,2500
333,1,-10.43,-3.04,0.9,0.87,0.17,0.34,-5.19,-0.1,-1.34,0.47,0.64,-0.19,-2.23,-0.09,-0.06,1,1,1,1,511,132,114,4360,4120
336,1,176.53,10.84,1.01,1.75,0.46,6.79,1.72,0.03,-0.93,0.54,0.54,0.58,2.51,0.09,0.09,0,0,1,1,463,144,100,4638,4771
337,1,-2.83,0,0.65,0.66,0.23,-9.39,-18.67,-0.56,-1.07,1.51,1.53,-0.05,-11.33,-0.22,-0.22,1,1,1,1,151,0,0,5090,1410
338,1,42.7,17.77,1.02,1.01,1.01,1.02,-0.82,-0.01,-0.62,1.03,1.02,-1.22,0.31,0.01,0.01,1,1,1,1,0,52,248,4618,8299
339,1,46.64,11.69,1.02,0.69,0.55,0.57,-0.41,-0.01,-2.6,0.92,0.91,-2.36,0.82,0.03,0.03,1,1,1,1,39,90,105,4448,1812
340,1,4.55,0,1.22,1.2,1.18,12.19,192.21,0.29,0.89,2.13,2.13,0.01,194.1,0.14,0.14,0,0,1,0,3,112,98,5579,4778
341,1,-2.21,-0.51,0.55,0.59,0.45,-25.24,-14.88,-0.89,-1.22,1.08,0.9,-0.07,-14.64,-0.81,-0.97,1,1,1,1,79,113,105,4595,7410
342,1,22.16,9.81,1.05,1,1,1,1.39,0.03,0.05,0.86,0.86,0.72,2.17,0.06,0.06,0,0,1,0,0,123,183,4198,8230
343,1,7.32,3.57,1.14,1.53,0.51,2.03,1.59,0.04,-0.06,0.77,0.77,0.59,2.2,0.07,0.07,0,0,1,1,235,136,95,4548,4617
344,1,-2.62,-0.91,0.62,0.53,0.52,-3.2,-6.05,-0.52,-1.02,2.2,2.2,-0.17,-4.65,-0.18,-0.18,1,1,1,1,3,162,124,4082,4631
345,1,11.88,4.28,1.08,1.11,0.77,2.23,0.59,0.01,-0.56,0.86,0.8,1.68,2.81,0.07,0.07,0,1,1,1,119,120,245,4377,2620
346,1,17.3,0,1.06,0.98,0.98,0.94,0.94,0.04,0.04,1.19,1.17,1.07,1.73,0.06,0.06,0,1,1,0,0,0,0,4353,4771
347,1,-3.21,0,0.69,0.66,0.52,-1.13,-7.41,-0.36,-1.18,0.85,0.71,-0.14,-7.16,-0.41,-0.49,1,1,1,1,69,0,0,4496,2511
348,1,-3.73,-1.09,0.73,0.42,0.4,-0.6,-11.53,-0.37,-1.06,0.88,0.95,-0.09,-10.69,-0.39,-0.36,1,1,1,1,11,292,148,4369,4321
349,1,-3.64,-1.25,0.73,0.63,0.63,-2.19,-12.56,-0.36,-1.02,2.37,2.35,-0.08,-12.37,-0.15,-0.15,1,1,1,1,2,126,127,4454,4941
350,1,-4.7,0,0.79,0.78,0.62,-6.21,-32.91,-0.13,-0.6,1.63,1.62,-0.03,-29.8,-0.07,-0.07,1,1,1,1,43,95,165,4178,1814
351,1,-1.77,-0.5,0.44,0.41,0.14,-6.16,-13.77,-1.21,-0.96,1.29,1.13,-0.07,-13.29,-0.9,-1.03,1,1,1,1,151,186,63,4164,2820
352,1,7.41,0,1.13,1.05,1.05,1.66,-2.32,-0.01,0.01,3.94,3.94,-0.44,4.36,0.01,0.01,1,1,1,0,0,63,79,4726,4619
353,1,0.77,0,2.3,3.91,2.27,3.18,59.32,0.43,0.47,4.48,4.43,0.02,62.59,0.1,0.1,0,0,1,0,25,0,0,3973,1624
354,1,3.7,1.35,1.27,1.2,1.18,1.37,3.51,0.1,0.21,0.77,0.79,0.25,5.19,0.17,0.17,0,0,1,0,4,77,294,4420,2229
355,1,-5.17,-2.54,0.81,1.09,0.59,5.01,-0.51,-0.02,-0.31,1.29,1.29,-1.96,-0.42,-0.02,-0.02,1,1,1,1,127,35,133,4146,4540
356,1,-46.36,0,0.98,0.53,0.47,0.48,-4.5,-0.12,-1.89,0.69,0.62,-0.22,-3.32,-0.13,-0.15,1,1,1,1,23,0,0,4326,2220
357,1,11.95,3.99,1.08,1.13,0.52,2.81,0.87,0.02,-0.11,0.64,0.63,1.14,1.29,0.05,0.05,0,1,1,1,293,229,232,4404,6810
358,1,-9.44,-4.27,0.89,0.81,0.79,-0.14,-5.48,-0.13,-1.43,3,2.92,-0.2,-3.18,-0.03,-0.03,1,1,1,1,1,71,85,5348,4671
359,1,16.22,6.42,1.06,1.01,0.83,1.07,1.54,0.03,0.04,0.71,0.61,0.6,1.79,0.05,0.05,0,0,1,0,78,246,194,4312,4646
360,1,1.02,0.48,1.98,1.04,0.46,1.02,-3.71,-0.04,-0.11,0.42,0.43,-0.27,-1.99,-0.05,-0.05,1,1,1,1,156,79,120,4595,1610
361,1,-5.03,-2.05,0.8,3.64,1.51,8.2,-7.9,-0.22,-1.09,0.97,0.96,-0.13,-6.91,-0.2,-0.2,1,1,1,1,200,0,118,5121,4531
362,1,104.57,12.87,1.01,4.86,4.86,32.91,2.84,0.02,-0.3,0.52,0.5,0.36,5.49,0.08,0.09,0,0,1,1,1,124,608,4232,4520
364,1,8.61,1.32,1.12,0.54,0.16,0.64,-21.5,-0.18,-2.05,0.16,0.12,-0.04,-16.72,-0.78,-1.04,1,1,1,1,485,395,132,4562,2892
365,1,3.72,2.03,1.27,1.82,0.87,47.1,1.57,0.03,-0.06,0.88,0.85,1.02,1.68,0.06,0.06,0,1,1,1,214,79,148,5064,4649
366,1,-4.94,-0.34,0.8,0.84,0.24,-28.13,-14.02,-0.29,-1.19,0.42,0.14,-0.07,-13.92,-0.68,-2.02,1,1,1,1,619,247,213,4121,4120
367,1,17.93,4.56,1.06,0.9,0.45,0.65,-2.2,-0.03,-0.55,1.2,1.1,-0.46,-0.31,0,0,1,1,1,1,113,89,107,4174,3109
368,1,38.04,0,1.03,1.09,1.09,7.03,3.11,0.03,0.31,2.56,2.54,0.32,3.48,0.01,0.01,0,0,1,0,0,0,130,5005,5224
369,1,3.5,1.52,1.29,1.04,0.63,1.05,1.82,0.02,0.02,0.99,0.93,0.55,3.53,0.05,0.05,0,0,1,0,83,80,89,4029,2550
370,1,25.52,10.61,1.04,0.91,0.9,0.49,-6.23,-0.17,-5.54,0.64,0.64,-0.16,-4.84,-0.2,-0.2,1,1,1,1,9,254,430,4022,2562
373,1,36.83,10.26,1.03,1.06,0.23,1.06,-5.24,-0.16,-7.85,0.73,0.76,-0.19,-4.47,-0.19,-0.18,1,1,1,1,199,108,42,3867,2931
374,1,-10.49,0,0.9,0.7,0.63,-0.25,-9.64,-0.11,-1.19,1.8,1.8,-0.1,-6.33,-0.04,-0.04,1,1,1,1,14,0,0,3662,4711
375,1,6.8,0,1.15,1.17,0.28,2.99,2.98,0.03,0.12,1.36,1.36,0.34,4.2,0.03,0.03,0,0,1,0,191,0,0,4053,4531
377,1,-2.66,-1.04,0.62,0.89,0.74,0.59,-4.82,-0.21,-1.17,0.81,0.75,-0.21,-4.61,-0.25,-0.27,1,1,1,1,59,180,268,4026,2800
379,1,34.92,0,1.03,0.48,0.13,0.07,23.54,0.04,0.18,3.68,3.67,0.04,78.08,0.04,0.04,0,0,1,0,34,90,3,3759,4719
380,1,-22.3,-4.43,0.96,0.89,0.2,0.03,-6.44,-0.08,-1.83,0.39,0.61,-0.16,-6.08,-0.18,-0.12,1,1,1,1,641,191,164,3813,4120
382,1,-1.44,-0.47,0.3,0.17,0.14,-3.32,-10.14,-1.33,-0.63,0.95,0.94,-0.1,-5.78,-0.8,-0.8,1,1,1,1,28,508,69,3841,2740
383,1,13.57,2.35,1.07,1.04,0.97,1.68,6.24,0.07,0.29,1.05,1.03,0.16,6.84,0.07,0.07,0,0,1,0,22,223,271,3486,4322
384,1,-2.1,0,0.52,0.36,0.3,-0.09,-7.64,-0.67,-1.01,0.67,0.83,-0.13,-2.32,-0.3,-0.25,1,1,1,1,35,0,0,3474,4674
385,1,-4.54,-1.41,0.78,0.63,0.61,-1.46,-78.16,-0.31,-1.06,2.53,3.02,-0.01,-74.27,-0.12,-0.1,1,1,1,1,5,98,50,4120,2790
386,1,6.09,0,1.16,0.69,0.69,0.36,5.37,0.11,0.08,0.77,0.74,0.18,7.66,0.19,0.2,0,0,1,0,0,0,241,3721,6209
387,1,-49.99,0,0.98,0.48,0.42,0.22,-9.73,-0.04,-1.9,0.62,0.47,-0.1,-9.24,-0.05,-0.07,1,1,1,1,30,0,0,3844,5510
388,1,-2.11,-0.77,0.53,0.24,0.19,-1.41,-21.34,-0.97,-1.13,0.67,0.64,-0.05,-8.19,-0.56,-0.58,1,1,1,1,43,534,63,3713,4791
389,1,16.15,2.85,1.06,1.27,0.78,25.34,-5.47,-0.17,-2.65,1.13,1.13,-0.18,-5.36,-0.15,-0.15,1,1,1,1,124,19,178,3388,4641
390,1,31.92,1.92,1.03,1.18,1.18,1.67,5.16,0.11,0,3.67,3.59,0.19,5.66,0.03,0.03,0,0,1,1,0,44,56,3772,5224
391,1,-15.84,-6.27,0.94,0.9,0.66,0.59,-2.57,-0.09,-1.86,0.68,0.75,-0.39,-1.4,-0.07,-0.07,1,1,1,1,110,287,245,3751,4646
397,1,-13.84,-6.13,0.93,0.89,0.28,-1.85,-11.91,-0.3,-4.27,2.32,2.29,-0.08,-11.64,-0.13,-0.13,1,1,1,1,104,56,28,3671,4511
398,1,3.14,0,1.32,0.98,0.8,0.95,21.96,0.24,0.61,3.13,3.06,0.05,27.68,0.09,0.1,0,0,1,0,15,0,0,3651,4211
399,1,-40.94,0,0.98,0.85,0.73,0.49,-6.68,-0.02,-1.42,1.86,1.85,-0.15,17.25,0.03,0.03,1,1,1,1,21,0,0,3270,5610
401,1,10.53,1.94,1.09,1.1,0.62,32.73,1.58,0.02,0.05,1.23,1.12,0.63,1.65,0.02,0.02,0,0,1,0,131,218,160,3251,4673
402,1,-9.46,-0.01,0.89,1.11,1.11,1.9,-9.96,-0.1,-1.14,1.99,1.97,-0.1,-8.55,-0.04,-0.04,1,1,1,1,1,32,60,3535,8299
403,1,-6.41,-1.84,0.84,0.79,0.32,-0.5,-4.51,-0.2,-1.32,2.68,2.6,-0.22,-4.07,-0.07,-0.07,1,1,1,1,69,95,32,3525,4773
404,1,-1.29,-0.95,0.23,0.12,0.11,-6.85,-1.44,-0.19,-0.07,0.82,0.7,-0.85,-0.86,-0.17,-0.19,1,1,1,1,18,324,82,3568,2222
405,1,33.5,17.34,1.03,1.17,0.36,2.66,-3.99,-0.13,-5.88,0.21,0.23,-0.24,-3.73,-0.55,-0.52,1,1,1,1,1084,265,453,3482,8299
406,1,0.37,0,3.69,3.23,1.79,3.68,38.26,0.2,0.17,2.33,2.33,0.03,51.53,0.12,0.12,0,0,1,0,56,32,54,3432,4673
407,1,-2.82,-0.63,0.64,0.42,0.42,-1.3,-7.09,-0.32,-1.09,1.52,1.43,-0.14,-6.16,-0.18,-0.19,1,1,1,1,0,174,121,3320,4941
409,1,2.56,0,1.39,0.99,0.83,1,10.09,0.01,0.03,0.34,0.27,0.1,15.8,0.06,0.07,0,0,1,0,71,0,0,3487,4311
410,1,14.65,0,1.07,1.46,0.51,2.65,1.6,0.05,0.02,0.88,1.01,0.62,2.73,0.1,0.09,0,0,1,0,226,0,0,3105,2829
411,1,15.07,4.92,1.07,1.1,1.1,6.34,6.72,0.05,0.39,1.04,1.04,0.15,7.57,0.06,0.06,0,0,1,0,0,105,343,3340,8121
412,1,-2.46,-1.23,0.59,0.32,0.32,-0.72,-1.53,-0.09,-0.2,0.49,0.48,-0.66,-0.74,-0.09,-0.09,1,1,1,1,0,574,292,3227,4329
413,1,26.3,2.98,1.04,1.05,1.05,3.2,4.06,0.14,0.33,2.78,2.64,0.25,4.5,0.06,0.06,0,0,1,0,0,68,90,3370,4321
414,1,-1.38,-0.48,0.28,0.34,0.21,-14,-5.9,-0.78,-0.45,1.54,1.51,-0.11,-4.54,-0.25,-0.26,1,1,1,1,80,196,29,3214,4500
415,1,-9.31,-3.19,0.89,0.58,0.38,0.12,-1.58,-0.06,-2.68,1.19,1.17,-0.63,-0.33,-0.01,-0.01,1,1,1,1,59,159,95,3351,1073
416,1,-7.99,-1.91,0.87,0.84,0.81,-0.85,-20.11,-0.29,-1.67,2.29,2.28,-0.05,-18.43,-0.12,-0.12,1,1,1,1,5,118,98,3297,4631
418,1,1.82,0,1.55,1.6,1.07,36.48,78.77,0.48,0.97,7.9,7.58,0.01,79.72,0.06,0.06,0,0,1,0,15,0,0,3034,4334
420,1,-2.17,-1.56,0.54,0.32,0.16,-0.31,-17.08,-0.93,-1.16,0.84,1.47,-0.06,-6.15,-0.4,-0.23,1,1,1,1,82,83,56,3024,1610
421,1,16.28,0,1.06,1.02,0.2,1.19,1.41,0.02,0.01,0.37,0.09,0.71,1.58,0.06,0.25,0,0,1,0,710,0,145,3095,4120
423,1,11,0.88,1.09,0.99,0.98,0.95,7,0.05,0.23,1.31,1.3,0.14,10.66,0.06,0.06,0,0,1,0,0,23,64,3230,5229
425,1,57.84,13.75,1.02,0.98,0.12,0.95,1,0.02,0.15,0.73,0.7,1,3.18,0.09,0.09,0,0,1,0,315,213,21,3182,4644
428,1,6.18,2.27,1.16,1.22,1.22,3.76,1.84,0.05,0.05,1.18,1.17,0.59,2.25,0.06,0.06,0,0,1,0,0,100,260,3880,5229
429,1,3.75,0,1.27,1.21,0.4,1.35,3.84,0.07,0.05,3.02,2.92,0.26,5.34,0.03,0.03,0,0,1,0,54,59,18,3152,4778
430,1,-7.19,-2.05,0.86,0.85,0.51,-9.52,-8.52,-0.16,-1.24,1.9,1.79,-0.12,-8.36,-0.08,-0.09,1,1,1,1,75,122,96,3256,6810
432,1,2.6,1.7,1.39,1.93,1.93,3.67,-0.52,-0.05,-0.3,0.02,0.02,-0.5,-0.37,-0.61,-0.64,1,1,1,1,0,129,0,2991,6810
433,1,36.31,17.68,1.03,1.72,0.15,261.72,1.81,0.01,0.03,0.36,0.36,0.55,1.85,0.02,0.02,0,0,1,0,919,203,0,3187,4120
436,1,50.66,12.72,1.02,1,0.68,0.86,0.81,0.01,-0.22,1.97,2.01,1.22,1.25,0.01,0.01,0,1,1,1,58,129,83,3093,4669
437,1,-5.45,-2.54,0.82,0.92,0.92,-1.41,-9.25,-0.29,-1.45,2.34,2.29,-0.11,-8.64,-0.11,-0.12,1,1,1,1,0,14,144,3869,8790
438,1,-2.68,0,0.63,0.59,0.48,-8.22,-42.14,-0.55,-0.95,1.42,1.41,-0.02,-23.46,-0.22,-0.22,1,1,1,1,43,289,21,3141,4759
440,1,-1.76,0,0.43,0.37,0.37,-9.37,-22.55,-1.28,-1.18,1.51,1.19,-0.02,-19.3,-0.38,-0.49,1,1,1,1,0,72,21,2936,2630
441,1,-15.69,-1.78,0.94,0.93,0.25,-1.8,-9.16,-0.1,-1.21,0.47,0.37,-0.11,-8.76,-0.21,-0.26,1,1,1,1,554,160,0,2796,4120
442,1,5.28,0,1.19,1.39,0.65,100.36,2.26,0.02,0.02,2.4,2.4,0.35,2.97,0.01,0.01,0,0,1,0,80,0,0,2785,4719
443,1,6.77,2.26,1.15,0.99,0.75,0.98,1.46,0.03,0,0.42,0.35,0.69,3.92,0.22,0.27,0,0,1,0,150,134,272,3082,3320
444,1,1.72,0,1.58,1.43,1.34,2.18,427.4,0.33,0.52,2.82,2.82,0,438.76,0.12,0.12,0,0,1,0,6,0,62,3656,4632
445,1,2.95,1.15,1.34,0.65,0.53,0.7,-0.72,-0.01,-0.08,0.68,0.66,-1.39,0.6,0.02,0.02,1,1,1,1,37,164,123,2866,2512
447,1,11.77,0,1.08,1.09,1.03,40.11,-85.31,-0.41,-3.46,1.12,1.07,-0.01,-85.24,-0.36,-0.38,1,1,1,1,19,0,15,2874,4642
448,1,4.88,1.04,1.2,1.19,1.19,17.04,15.71,0.11,0.37,1.98,1.98,0.06,15.9,0.06,0.06,0,0,1,0,0,106,166,3037,4631
449,1,4.09,0,1.24,1.4,1.4,3.35,59.48,0.1,-0.02,1.31,1.18,0.02,74.26,0.09,0.1,0,0,1,1,0,11,4,2965,9329
450,1,4.33,1.91,1.23,0.94,0.65,0.9,4.29,0.06,0.17,0.97,0.9,0.23,7.53,0.12,0.13,0,0,1,0,68,70,138,3559,2562
451,1,22.39,4.67,1.04,0.35,0.15,0.09,0.68,0.02,-7.44,0.68,0.65,1.45,0.72,0.03,0.03,0,1,1,1,101,234,77,2684,4752
452,1,50.89,16.54,1.02,0.79,0.52,0.67,-1.45,-0.02,-2.24,0.29,0.28,-0.69,-0.84,-0.05,-0.05,1,1,1,1,239,608,449,2930,812
454,1,38.38,3.27,1.03,0.83,0.8,0.56,3.59,0.02,0.23,1.1,1.08,0.28,9.66,0.06,0.06,0,0,1,0,7,197,180,2682,4941
455,1,5.21,2.08,1.19,1.47,0.37,8.62,2.15,0.09,0.18,1.32,1.29,0.46,2.47,0.07,0.08,0,0,1,0,199,103,40,2801,4719
456,1,1.1,0.17,1.91,1.84,1.66,6.7,43.73,0.21,0.29,2.16,2.16,0.02,47,0.1,0.1,0,0,1,0,15,69,137,2924,4642
457,1,4.91,0,1.2,1.34,0.66,3.76,11.4,0.11,0.4,2.55,2.53,0.09,13.76,0.05,0.05,0,0,1,0,66,98,64,2973,4649
458,1,22.4,0,1.04,1.06,0.83,3.05,1.66,0.05,0.08,1.34,1.34,0.6,1.85,0.05,0.05,0,0,1,0,59,0,0,3138,4641
