X1,V1,V2,V3,V4,V5,V6,V8,V9,V12,V13,V15,V19,V20,V21,V22,V23,V25,V26,V27,status
272,43.01,8.74,1.02,0.95,0.49,0.53,0.01,-0.34,1.01,1.65,0.04,1,230,205,215,6267,250.68,-1602.6318414322252,0.003989149513323759,1
273,-4.12,-1.27,0.76,0.67,0.55,0.31,-0.02,-0.19,-1.58,-0.39,-0.03,1,104,335,472,6047,-181.41,-731.3781682552839,-0.005512375282509233,1
274,51.37,4.23,1.02,1.0,1.0,1.01,0.01,0.01,0.74,1.99,0.01,0,0,205,202,6834,68.34,-5782.608832800259,0.014632718759145449,1
275,-10.32,0.0,0.9,0.8,0.8,-0.1,-0.24,-2.17,-0.02,-40.76,-0.16,1,0,0,0,7845,-1255.2,-1.0,-0.0007966857871255577,1
276,-6.45,-1.8,0.85,0.76,0.38,0.53,-0.36,-2.36,-0.1,-7.49,-0.52,1,284,111,256,5713,-2970.76,-434.78593744164345,-0.00033661419973340153,1
277,-8.37,-1.93,0.88,0.85,0.24,0.12,-0.18,-1.44,-0.11,-8.1,-0.98,1,678,212,195,6216,-6091.68,-493.6528756476683,-0.00016415832742363353,1
279,38.52,20.26,1.03,1.02,0.6,1.19,-0.15,-7.18,-0.18,-4.35,-0.14,1,167,187,202,5606,-784.84,-614.2135759783015,-0.0012741450486723409,1
281,9.21,0.37,1.11,1.08,1.06,3.19,0.02,-0.03,0.34,4.12,0.01,1,4,157,170,5823,58.230000000000004,-17207.907151205258,0.01717327837884252,1
282,-2.25,0.0,0.56,0.31,0.15,-0.72,-0.83,-1.02,-0.03,-28.18,-0.42,1,48,0,0,6055,-2543.1,-1.0,-0.0003932208721638945,1
283,37.45,12.29,1.03,0.74,0.56,0.54,-0.12,-4.59,-0.24,-3.07,-0.08,1,50,155,108,7335,-586.8000000000001,-743.7678108073238,-0.001704158145875937,1
286,27.87,0.41,1.04,0.2,0.2,0.1,0.02,0.11,1.24,2.76,0.12,0,1,61,44,5735,688.1999999999999,-5753.417260787993,0.0014530659691950015,1
287,-3.48,-0.73,0.71,0.75,0.75,-5.7,0.08,-1.32,0.45,2.67,0.05,1,0,126,96,5721,286.05,-1376.5823036851243,0.003495892326516343,1
289,3.14,0.96,1.32,1.29,1.08,4.33,0.04,0.36,0.21,6.77,0.01,0,10,4,28,5913,59.13,-765.8255113636365,0.01691188905800778,1
290,72.2,17.01,1.01,1.45,0.57,4.62,-0.07,-6.88,-0.24,-3.79,-0.1,1,585,180,292,5654,-565.4,-720.7711467888644,-0.0017686593562079944,1
291,-2.58,-1.01,0.61,0.63,0.47,-4.15,-0.27,-0.54,-0.15,-6.24,-0.38,1,116,371,291,5977,-2271.26,-751.7122626660795,-0.00044028424751019256,1
292,17.66,4.92,1.06,0.84,0.83,0.51,0.04,0.41,0.55,2.01,0.02,0,2,78,103,5578,111.56,-1383.6752093879427,0.008963786303334529,1
293,7.62,0.0,1.13,1.02,0.91,1.05,0.05,0.08,0.53,2.16,0.03,0,18,0,0,5939,178.17,1.0,0.005612617163383286,1
294,-11.32,-6.35,0.91,0.91,0.36,0.38,-0.13,-1.79,-0.39,-2.38,-0.16,1,258,81,166,5797,-927.52,-299.4425196850395,-0.0010781438675176815,1
295,-2.59,-0.61,0.61,0.72,0.59,-3.18,-0.7,-1.17,-0.05,-18.22,-0.64,1,86,435,334,5720,-3660.8,-1364.3497596947532,-0.00027316433566433563,1
296,4.68,0.0,1.21,0.99,0.82,0.97,0.04,0.09,0.04,55.59,0.02,0,10,28,4,5759,115.18,-1.0,0.008682062858135092,1
297,2.98,1.34,1.34,1.1,0.97,1.25,0.24,0.73,0.12,8.72,0.13,0,17,61,98,5840,759.2,-890.1213700155936,0.0013171759747102212,1
298,-2.56,-0.85,0.61,1.66,1.33,10.29,-0.53,-1.15,-0.3,-3.3,-0.37,1,51,91,174,5444,-2014.28,-672.1880698370808,-0.0004964553090930755,1
299,-4.56,-1.29,0.78,0.85,0.35,-0.28,-0.42,-1.23,-0.11,-8.69,-0.34,1,165,108,90,5672,-1928.4800000000002,-630.8382269926454,-0.0005185431013025803,1
301,81.54,0.0,1.01,1.0,1.0,1.39,0.01,0.29,0.03,44.35,0.01,0,0,318,316,5434,54.34,-1.0,0.01840264998159735,1
302,-5.5,-0.24,0.82,0.68,0.68,0.36,-0.29,-2.45,-0.05,-14.45,-0.34,1,4,78,103,5403,-1837.0200000000002,-2122.5137195121956,-0.0005443598872086313,1
303,-3.67,0.0,0.73,0.78,0.66,-1.79,0.05,-0.07,1.4,1.03,0.09,1,65,0,0,5466,491.94,-1.0,0.0020327682237671263,1
304,8.65,3.35,1.12,0.96,0.79,0.88,-0.07,-0.77,-0.38,-2.26,-0.13,1,85,228,352,5838,-758.94,-945.299709245978,-0.0013176272169077923,1
305,-3.07,-1.74,0.67,0.59,0.37,-1.22,-0.52,-1.55,-0.11,-8.21,-0.65,1,231,265,129,5371,-3491.15,-207.70823611825924,-0.00028643856608853816,1
306,140.95,26.5,1.01,0.99,0.57,0.65,0.03,0.22,0.72,1.75,0.04,0,162,262,193,4913,196.52,-2261.3963543807213,0.00508854060655404,1
307,5.5,1.84,1.18,0.97,0.97,0.88,-0.07,-0.59,-0.21,-3.9,-0.04,1,0,97,189,5269,-210.76,-1472.1721628592481,-0.004744733345985956,1
308,49.28,12.77,1.02,0.94,0.46,0.46,-0.02,-0.69,-0.63,-1.0,-0.03,1,262,340,0,4867,-146.01,-859.8330093509604,-0.006848845969454147,1
310,8.09,1.88,1.12,1.14,0.88,2.97,0.05,0.13,0.43,2.54,0.03,0,41,90,138,5205,156.15,-2056.57450987842,0.006404098623118796,1
312,0.63,0.0,2.59,2.39,1.55,3.7,0.38,0.42,0.07,17.43,0.06,0,13,0,0,5245,314.7,1.0,0.0031776294884016524,1
314,32.31,0.0,1.03,1.0,1.0,0.96,0.01,0.08,0.0,375.52,0.01,0,0,144,57,5684,56.84,-1.0,0.017593244194229415,1
315,115.96,0.0,1.01,1.03,1.03,35.48,0.02,0.42,0.01,150.68,0.01,0,0,105,149,6299,62.99,-1.0,0.015875535799333228,1
316,2.52,0.0,1.4,1.37,1.14,14.6,0.19,0.41,0.07,14.36,0.04,0,14,0,0,4966,198.64000000000001,1.0,0.0050342327829238824,1
318,-9.46,-0.29,0.89,0.95,0.9,-14.07,-0.21,-1.05,-0.03,-29.25,-0.43,1,47,227,590,5604,-2409.72,-9979.082975590858,-0.0004149859734740966,1
319,2.82,1.0,1.35,1.11,0.75,1.17,0.11,0.18,0.22,6.55,0.12,0,54,87,93,5146,617.52,-911.3671111111112,0.0016193807488016584,1
321,11.59,2.39,1.09,0.94,0.94,0.61,0.04,0.23,0.17,8.63,0.05,0,0,231,265,5032,251.60000000000002,-2817.302832136962,0.00397456279809221,1
322,-4.11,-1.15,0.76,0.77,0.56,-0.92,-0.35,-1.18,-0.1,-10.23,-0.37,1,118,326,265,4845,-1792.65,-1155.3395577803208,-0.0005578333751708364,1
323,13.61,1.26,1.07,1.06,0.96,1.91,0.12,0.32,0.25,4.44,0.05,0,11,79,71,5158,257.90000000000003,-4962.870271473075,0.003877471888328809,1
325,12.93,0.58,1.08,1.08,1.08,227.39,-0.03,-0.46,-0.04,-23.09,-0.07,1,0,342,279,5452,-381.64000000000004,-15288.415172413796,-0.0026202704119065085,1
326,-2.1,-1.02,0.52,0.18,0.17,-1.18,-0.34,-0.37,-0.11,-5.88,-0.44,1,7,417,131,4788,-2106.72,-295.9415167140201,-0.0004746715273031063,1
327,3.83,0.0,1.26,1.26,1.26,13.75,0.08,0.22,0.0,331.72,0.06,0,0,117,127,4982,298.92,-1.0,0.0,1
328,0.67,0.0,2.5,2.68,2.61,14.93,0.26,0.27,0.01,170.53,0.09,0,3,32,95,4799,431.90999999999997,-1.0,0.0023152971683915633,1
330,114.82,9.58,1.01,0.6,0.57,0.14,0.06,0.67,0.25,7.39,0.08,0,7,132,104,4945,395.6,-3901.682509353231,0.0025278058645096056,1
331,14.8,0.0,1.07,1.15,1.15,1.71,0.01,-0.21,1.72,2.71,0.03,1,0,0,0,4921,147.63,1.0,0.0067736909842173,1
332,-2.3,-1.08,0.56,0.54,0.46,-13.55,-0.76,-1.04,-0.06,-8.77,-0.18,1,21,140,120,4583,-824.9399999999999,-731.1726190476187,-0.0012122093728028705,1
333,-10.43,-3.04,0.9,0.87,0.17,0.34,-0.1,-1.34,-0.19,-2.23,-0.06,1,511,132,114,4360,-261.59999999999997,-322.5845833333333,-0.0038226299694189606,1
336,176.53,10.84,1.01,1.75,0.46,6.79,0.03,-0.93,0.58,2.51,0.09,1,463,144,100,4638,417.41999999999996,-2129.4973537685873,0.0023956686311149443,1
337,-2.83,0.0,0.65,0.66,0.23,-9.39,-0.56,-1.07,-0.05,-11.33,-0.22,1,151,0,0,5090,-1119.8,-1.0,-0.000893016610108948,1
338,42.7,17.77,1.02,1.01,1.01,1.02,-0.01,-0.62,-1.22,0.31,0.01,1,0,52,248,4618,46.18,-750.0803844328955,0.021654395842355997,1
339,46.64,11.69,1.02,0.69,0.55,0.57,-0.01,-2.6,-2.36,0.82,0.03,1,39,90,105,4448,133.44,-720.401278116037,0.00749400479616307,1
340,4.55,0.0,1.22,1.2,1.18,12.19,0.29,0.89,0.01,194.1,0.14,0,3,112,98,5579,781.0600000000001,-1.0,0.0012803113717256035,1
341,-2.21,-0.51,0.55,0.59,0.45,-25.24,-0.89,-1.22,-0.07,-14.64,-0.97,1,79,113,105,4595,-4457.15,-554.8984749455336,-0.00022435861480991218,1
342,22.16,9.81,1.05,1.0,1.0,1.0,0.03,0.05,0.72,2.17,0.06,0,0,123,183,4198,251.88,-619.034501237804,0.0039701445132602825,1
343,7.32,3.57,1.14,1.53,0.51,2.03,0.04,-0.06,0.59,2.2,0.07,1,235,136,95,4548,318.36,-411.4039451570102,0.0031410981279055158,1
344,-2.62,-0.91,0.62,0.53,0.52,-3.2,-0.52,-1.02,-0.17,-4.65,-0.18,1,3,162,124,4082,-734.76,-1118.5924849344208,-0.001360988622135119,1
345,11.88,4.28,1.08,1.11,0.77,2.23,0.01,-0.56,1.68,2.81,0.07,1,119,120,245,4377,306.39000000000004,-875.6360332294911,0.003263814093149254,1
346,17.3,0.0,1.06,0.98,0.98,0.94,0.04,0.04,1.07,1.73,0.06,0,0,0,0,4353,261.18,1.0,0.003828777088597902,1
347,-3.21,0.0,0.69,0.66,0.52,-1.13,-0.36,-1.18,-0.14,-7.16,-0.49,1,69,0,0,4496,-2203.04,-1.0,-0.0004539182220931077,1
348,-3.73,-1.09,0.73,0.42,0.4,-0.6,-0.37,-1.06,-0.09,-10.69,-0.36,1,11,292,148,4369,-1572.84,-964.9443257509112,-0.0006357925790290176,1
349,-3.64,-1.25,0.73,0.63,0.63,-2.19,-0.36,-1.02,-0.08,-12.37,-0.15,1,2,126,127,4454,-668.1,-1253.8669150684934,-0.00149678191887442,1
350,-4.7,0.0,0.79,0.78,0.62,-6.21,-0.13,-0.6,-0.03,-29.8,-0.07,1,43,95,165,4178,-292.46000000000004,1.0,-0.003419271011420365,1
351,-1.77,-0.5,0.44,0.41,0.14,-6.16,-1.21,-0.96,-0.07,-13.29,-1.03,1,151,186,63,4164,-4288.92,-494.4639933333333,-0.00023315893045335422,1
352,7.41,0.0,1.13,1.05,1.05,1.66,-0.01,0.01,-0.44,4.36,0.01,0,0,63,79,4726,47.26,-1.0,0.021159542953872196,1
353,0.77,0.0,2.3,3.91,2.27,3.18,0.43,0.47,0.02,62.59,0.1,0,25,0,0,3973,397.3,1.0,0.0025169896803423106,1
354,3.7,1.35,1.27,1.2,1.18,1.37,0.1,0.21,0.25,5.19,0.17,0,4,77,294,4420,751.4000000000001,-1017.0978186060076,0.0013308490817141336,1
355,-5.17,-2.54,0.81,1.09,0.59,5.01,-0.02,-0.31,-1.96,-0.42,-0.02,1,127,35,133,4146,-82.92,-353.5869757946923,-0.012059816690786299,1
356,-46.36,0.0,0.98,0.53,0.47,0.48,-0.12,-1.89,-0.22,-3.32,-0.15,1,23,0,0,4326,-648.9,-1.0,-0.0015410695022345508,1
357,11.95,3.99,1.08,1.13,0.52,2.81,0.02,-0.11,1.14,1.29,0.05,1,293,229,232,4404,220.20000000000002,-939.2278102664067,0.004541326067211625,1
358,-9.44,-4.27,0.89,0.81,0.79,-0.14,-0.13,-1.43,-0.2,-3.18,-0.03,1,1,71,85,5348,-160.44,-898.5731736968132,-0.006232859636000997,1
359,16.22,6.42,1.06,1.01,0.83,1.07,0.03,0.04,0.6,1.79,0.05,0,78,246,194,4312,215.60000000000002,-717.3582965967202,0.004638218923933209,1
360,1.02,0.48,1.98,1.04,0.46,1.02,-0.04,-0.11,-0.27,-1.99,-0.05,1,156,79,120,4595,-229.75,-357.8966456228956,-0.004352557127312296,1
361,-5.03,-2.05,0.8,3.64,1.51,8.2,-0.22,-1.09,-0.13,-6.91,-0.2,1,200,0,118,5121,-1024.2,-213.74726829268297,-0.0009763718023823472,1
362,104.57,12.87,1.01,4.86,4.86,32.91,0.02,-0.3,0.36,5.49,0.09,1,1,124,608,4232,380.88,-3338.030862701655,0.002625498844780508,1
364,8.61,1.32,1.12,0.54,0.16,0.64,-0.18,-2.05,-0.04,-16.72,-1.04,1,485,395,132,4562,-4744.4800000000005,-610.3650054112554,-0.00021077125417327081,1
365,3.72,2.03,1.27,1.82,0.87,47.1,0.03,-0.06,1.02,1.68,0.06,1,214,79,148,5064,303.84,-445.30044606493163,0.0032912058978409693,1
366,-4.94,-0.34,0.8,0.84,0.24,-28.13,-0.29,-1.19,-0.07,-13.92,-2.02,1,619,247,213,4121,-8324.42,-2204.729930795848,-0.00012012848943229679,1
368,38.04,0.0,1.03,1.09,1.09,7.03,0.03,0.31,0.32,3.48,0.01,0,0,0,130,5005,50.050000000000004,-1.0,0.01998001998001998,1
369,3.5,1.52,1.29,1.04,0.63,1.05,0.02,0.02,0.55,3.53,0.05,0,83,80,89,4029,201.45000000000002,-462.9191401468788,0.004964010920824025,1
370,25.52,10.61,1.04,0.91,0.9,0.49,-0.17,-5.54,-0.16,-4.84,-0.2,1,9,254,430,4022,-804.4000000000001,-1092.006616399623,-0.0012431626056688214,1
373,36.83,10.26,1.03,1.06,0.23,1.06,-0.16,-7.85,-0.19,-4.47,-0.18,1,199,108,42,3867,-696.06,-394.41599954579004,-0.0014366577593885586,1
374,-10.49,0.0,0.9,0.7,0.63,-0.25,-0.11,-1.19,-0.1,-6.33,-0.04,1,14,0,0,3662,-146.48,-1.0,-0.006826870562534135,1
375,6.8,0.0,1.15,1.17,0.28,2.99,0.03,0.12,0.34,4.2,0.03,0,191,0,0,4053,121.58999999999999,1.0,0.008224360555966774,1
377,-2.66,-1.04,0.62,0.89,0.74,0.59,-0.21,-1.17,-0.21,-4.61,-0.27,1,59,180,268,4026,-1087.02,-576.9210545905707,-0.0009199462751375319,1
379,34.92,0.0,1.03,0.48,0.13,0.07,0.04,0.18,0.04,78.08,0.04,0,34,90,3,3759,150.36,-1.0,0.006650704974727321,1
380,-22.3,-4.43,0.96,0.89,0.2,0.03,-0.08,-1.83,-0.16,-6.08,-0.12,1,641,191,164,3813,-457.56,-689.6756489841987,-0.002185505726025002,1
382,-1.44,-0.47,0.3,0.17,0.14,-3.32,-1.33,-0.63,-0.1,-5.78,-0.8,1,28,508,69,3841,-3072.8,-507.2295035460992,-0.00032543608435303304,1
383,13.57,2.35,1.07,1.04,0.97,1.68,0.07,0.29,0.16,6.84,0.07,0,22,223,271,3486,244.02,-3148.6578317757007,0.004098024752069503,1
384,-2.1,0.0,0.52,0.36,0.3,-0.09,-0.67,-1.01,-0.13,-2.32,-0.25,1,35,0,0,3474,-868.5,-1.0,-0.0011514104778353484,1
385,-4.54,-1.41,0.78,0.63,0.61,-1.46,-0.31,-1.06,-0.01,-74.27,-0.1,1,5,98,50,4120,-412.0,-933.1012547735953,-0.0024271844660194173,1
386,6.09,0.0,1.16,0.69,0.69,0.36,0.11,0.08,0.18,7.66,0.2,0,0,0,241,3721,744.2,-1.0,0.001343724805159903,1
387,-49.99,0.0,0.98,0.48,0.42,0.22,-0.04,-1.9,-0.1,-9.24,-0.07,1,30,0,0,3844,-269.08000000000004,-1.0,-0.0037163668797383673,1
388,-2.11,-0.77,0.53,0.24,0.19,-1.41,-0.97,-1.13,-0.05,-8.19,-0.58,1,43,534,63,3713,-2153.54,-569.808962789232,-0.0004643517185657104,1
389,16.15,2.85,1.06,1.27,0.78,25.34,-0.17,-2.65,-0.18,-5.36,-0.15,1,124,19,178,3388,-508.2,-1332.3557398212508,-0.0019677292404565133,1
390,31.92,1.92,1.03,1.18,1.18,1.67,0.11,0.0,0.19,5.66,0.03,1,0,44,56,3772,113.16,-6135.711367313916,0.008837044892188053,1
391,-15.84,-6.27,0.94,0.9,0.66,0.59,-0.09,-1.86,-0.39,-1.4,-0.07,1,110,287,245,3751,-262.57000000000005,-942.0975262139879,-0.0038085082073351863,1
397,-13.84,-6.13,0.93,0.89,0.28,-1.85,-0.3,-4.27,-0.08,-11.64,-0.13,1,104,56,28,3671,-477.23,-400.9159311687629,-0.0020954256857280557,1
398,3.14,0.0,1.32,0.98,0.8,0.95,0.24,0.61,0.05,27.68,0.1,0,15,0,0,3651,365.1,1.0,0.002738975623116954,1
399,-40.94,0.0,0.98,0.85,0.73,0.49,-0.02,-1.42,-0.15,17.25,0.03,1,21,0,0,3270,98.1,-1.0,0.010193679918450561,1
401,10.53,1.94,1.09,1.1,0.62,32.73,0.02,0.05,0.63,1.65,0.02,0,131,218,160,3251,65.02,-2510.1572268987043,0.015379883112888343,1
402,-9.46,-0.01,0.89,1.11,1.11,1.9,-0.1,-1.14,-0.1,-8.55,-0.04,1,1,32,60,3535,-141.4,-152273.9164044944,-0.007072135785007072,1
403,-6.41,-1.84,0.84,0.79,0.32,-0.5,-0.2,-1.32,-0.22,-4.07,-0.07,1,69,95,32,3525,-246.75000000000003,-968.0945781573499,-0.004052684903748733,1
404,-1.29,-0.95,0.23,0.12,0.11,-6.85,-0.19,-0.07,-0.85,-0.86,-0.19,1,18,324,82,3568,-677.92,-96.80308520662268,-0.0014751003068208639,1
405,33.5,17.34,1.03,1.17,0.36,2.66,-0.13,-5.88,-0.24,-3.73,-0.52,1,1084,265,453,3482,-1810.64,-308.38392301419816,-0.0005522909026642513,1
406,0.37,0.0,3.69,3.23,1.79,3.68,0.2,0.17,0.03,51.53,0.12,0,56,32,54,3432,411.84,-1.0,0.0024281274281274285,1
407,-2.82,-0.63,0.64,0.42,0.42,-1.3,-0.32,-1.09,-0.14,-6.16,-0.19,1,0,174,121,3320,-630.8,-1284.4862654320984,-0.0015852885225110971,1
409,2.56,0.0,1.39,0.99,0.83,1.0,0.01,0.03,0.1,15.8,0.07,0,71,0,0,3487,244.09000000000003,1.0,0.00409684952271703,1
410,14.65,0.0,1.07,1.46,0.51,2.65,0.05,0.02,0.62,2.73,0.09,0,226,0,0,3105,279.45,1.0,0.003578457684737878,1
411,15.07,4.92,1.07,1.1,1.1,6.34,0.05,0.39,0.15,7.57,0.06,0,0,105,343,3340,200.4,-1518.4580974090115,0.00499001996007984,1
412,-2.46,-1.23,0.59,0.32,0.32,-0.72,-0.09,-0.2,-0.66,-0.74,-0.09,1,0,574,292,3227,-290.43,-492.7649882871711,-0.0034431704713700374,1
413,26.3,2.98,1.04,1.05,1.05,3.2,0.14,0.33,0.25,4.5,0.06,0,0,68,90,3370,202.2,-3812.017953020134,0.004945598417408507,1
414,-1.38,-0.48,0.28,0.34,0.21,-14.0,-0.78,-0.45,-0.11,-4.54,-0.26,1,80,196,29,3214,-835.64,-278.76619047619033,-0.0011966875688095352,1
415,-9.31,-3.19,0.89,0.58,0.38,0.12,-0.06,-2.68,-0.63,-0.33,-0.01,1,59,159,95,3351,-33.51,-772.4609073297875,-0.029841838257236648,1
416,-7.99,-1.91,0.87,0.84,0.81,-0.85,-0.29,-1.67,-0.05,-18.43,-0.12,1,5,118,98,3297,-395.64,-1798.7886044412348,-0.002527550298250935,1
418,1.82,0.0,1.55,1.6,1.07,36.48,0.48,0.97,0.01,79.72,0.06,0,15,0,0,3034,182.04,1.0,0.005493298176225006,1
420,-2.17,-1.56,0.54,0.32,0.16,-0.31,-0.93,-1.16,-0.06,-6.15,-0.23,1,82,83,56,3024,-695.52,-87.67286805555553,-0.0014377731769036118,1
421,16.28,0.0,1.06,1.02,0.2,1.19,0.02,0.01,0.71,1.58,0.25,0,710,0,145,3095,773.75,-1.0,0.0012924071082390954,1
423,11.0,0.88,1.09,0.99,0.98,0.95,0.05,0.23,0.14,10.66,0.06,0,0,23,64,3230,193.79999999999998,-1529.8874061718097,0.005159958720330238,1
425,57.84,13.75,1.02,0.98,0.12,0.95,0.02,0.15,1.0,3.18,0.09,0,315,213,21,3182,286.38,-696.8334146167557,0.003491863956980236,1
428,6.18,2.27,1.16,1.22,1.22,3.76,0.05,0.05,0.59,2.25,0.06,0,0,100,260,3880,232.79999999999998,-1328.9271456782621,0.00429553264604811,1
429,3.75,0.0,1.27,1.21,0.4,1.35,0.07,0.05,0.26,5.34,0.03,0,54,59,18,3152,94.56,-1.0,0.010575296108291032,1
430,-7.19,-2.05,0.86,0.85,0.51,-9.52,-0.16,-1.24,-0.12,-8.36,-0.09,1,75,122,96,3256,-293.03999999999996,-1322.5739032898468,-0.003412503412503413,1
432,2.6,1.7,1.39,1.93,1.93,3.67,-0.05,-0.3,-0.5,-0.37,-0.64,1,0,129,0,2991,-1914.24,-2.7918974906863325,-0.0005224005349381478,1
433,36.31,17.68,1.03,1.72,0.15,261.72,0.01,0.03,0.55,1.85,0.02,0,919,203,0,3187,63.74,-150.69630782410053,0.015688735487919672,1
436,50.66,12.72,1.02,1.0,0.68,0.86,0.01,-0.22,1.22,1.25,0.01,1,58,129,83,3093,30.93,-1726.6283129855713,0.032331070158422244,1
437,-5.45,-2.54,0.82,0.92,0.92,-1.41,-0.29,-1.45,-0.11,-8.64,-0.12,1,0,14,144,3869,-464.28,-689.558643085357,-0.002153872663048161,1
438,-2.68,0.0,0.63,0.59,0.48,-8.22,-0.55,-0.95,-0.02,-23.46,-0.22,1,43,289,21,3141,-691.02,1.0,-0.0014471361176232238,1
440,-1.76,0.0,0.43,0.37,0.37,-9.37,-1.28,-1.18,-0.02,-19.3,-0.49,1,0,72,21,2936,-1438.6399999999999,1.0,-0.0006951009286548408,1
441,-15.69,-1.78,0.94,0.93,0.25,-1.8,-0.1,-1.21,-0.11,-8.76,-0.26,1,554,160,0,2796,-726.96,-596.7265866375238,-0.0013755915043468692,1
442,5.28,0.0,1.19,1.39,0.65,100.36,0.02,0.02,0.35,2.97,0.01,0,80,0,0,2785,27.85,1.0,0.03590664272890485,1
443,6.77,2.26,1.15,0.99,0.75,0.98,0.03,0.0,0.69,3.92,0.27,0,150,134,272,3082,832.1400000000001,-596.6211173878066,0.0012017208642776454,1
444,1.72,0.0,1.58,1.43,1.34,2.18,0.33,0.52,0.0,438.76,0.12,0,6,0,62,3656,438.71999999999997,-1.0,0.0022793581327498176,1
445,2.95,1.15,1.34,0.65,0.53,0.7,-0.01,-0.08,-1.39,0.6,0.02,1,37,164,123,2866,57.32,-648.9503958468529,0.017445917655268667,1
447,11.77,0.0,1.08,1.09,1.03,40.11,-0.41,-3.46,-0.01,-85.24,-0.38,1,19,0,15,2874,-1092.1200000000001,-1.0,-0.0009156502948393948,1
448,4.88,1.04,1.2,1.19,1.19,17.04,0.11,0.37,0.06,15.9,0.06,0,0,106,166,3037,182.22,-3039.3286538461543,0.005487871803314674,1
449,4.09,0.0,1.24,1.4,1.4,3.35,0.1,-0.02,0.02,74.26,0.1,1,0,11,4,2965,296.5,-1.0,0.003372681281618887,1
450,4.33,1.91,1.23,0.94,0.65,0.9,0.06,0.17,0.23,7.53,0.13,0,68,70,138,3559,462.67,-563.7961605584644,0.002161367713489096,1
451,22.39,4.67,1.04,0.35,0.15,0.09,0.02,-7.44,1.45,0.72,0.03,1,101,234,77,2684,80.52,-1010.7959026519518,0.012419274714356682,1
452,50.89,16.54,1.02,0.79,0.52,0.67,-0.02,-2.24,-0.69,-0.84,-0.05,1,239,608,449,2930,-146.5,-926.0686267396925,-0.006825938566552901,1
454,38.38,3.27,1.03,0.83,0.8,0.56,0.02,0.23,0.28,9.66,0.06,0,7,197,180,2682,160.92,-4893.6475235295875,0.006214267959234403,1
455,5.21,2.08,1.19,1.47,0.37,8.62,0.09,0.18,0.46,2.47,0.08,0,199,103,40,2801,224.08,-625.7397915319972,0.004462691895751517,1
456,1.1,0.17,1.91,1.84,1.66,6.7,0.21,0.29,0.02,47.0,0.1,0,15,69,137,2924,292.40000000000003,-5484.664490298736,0.0034199726402188778,1
457,4.91,0.0,1.2,1.34,0.66,3.76,0.11,0.4,0.09,13.76,0.05,0,66,98,64,2973,148.65,-1.0,0.006727211570803902,1
458,22.4,0.0,1.04,1.06,0.83,3.05,0.05,0.08,0.6,1.85,0.05,0,59,0,0,3138,156.9,1.0,0.006373486297004461,1
459,5.32,0.0,1.19,1.05,0.77,1.25,0.05,0.02,0.37,4.71,0.06,0,53,0,0,2731,163.85999999999999,1.0,0.006102770657878677,1
460,16.83,3.58,1.06,0.71,0.59,0.22,0.06,0.23,0.46,3.41,0.05,0,23,110,102,2637,131.85,-1833.8513028354582,0.007584376185058779,1
461,128.69,0.0,1.01,0.84,0.84,0.06,0.02,0.68,0.13,16.82,0.02,0,0,117,76,2741,54.82,-1.0,0.018241517694272163,1
462,29.06,5.04,1.03,0.96,0.54,0.59,-0.17,0.41,-0.05,-16.73,-0.11,0,119,84,0,2620,-288.2,-590.6310540915396,-0.003469812630117974,1
465,-2.88,-1.56,0.65,0.24,0.17,-0.6,-0.6,-1.48,-0.09,-4.66,-0.52,1,97,175,150,3089,-1606.28,-134.4153899461592,-0.0006225564658714545,1
466,3.67,0.71,1.27,1.04,0.67,1.11,0.12,0.33,0.05,24.76,0.06,0,43,80,67,2715,162.9,-1983.6390817345016,0.006138735420503376,1
468,4.89,2.45,1.2,0.66,0.52,0.58,0.02,0.03,0.5,4.97,0.09,0,59,228,196,3082,277.38,-620.4694285714286,0.0036051625928329367,1
469,22.32,6.39,1.04,0.81,0.54,0.52,0.04,0.05,0.54,3.98,0.07,0,71,171,106,2882,201.74,-1129.3637101239922,0.004956875185882819,1
470,3.88,1.16,1.26,0.38,0.29,0.29,0.12,0.4,0.01,166.04,0.1,0,10,20,23,2865,286.5,-469.06228790366714,0.0034904013961605585,1
471,3.19,0.0,1.31,1.23,0.62,1.19,0.06,0.01,0.34,5.41,0.16,0,128,0,0,2772,443.52,1.0,0.002254689754689755,1
472,45.88,6.7,1.02,1.11,1.11,1.91,0.03,0.03,0.24,5.43,0.04,0,0,171,247,2863,114.52,-3326.603153643547,0.008732099196646874,1
474,2.68,0.0,1.37,1.49,1.4,2.82,0.24,0.4,0.14,7.73,0.09,0,6,0,88,2804,252.35999999999999,-1.0,0.003962593120938342,1
475,-19.02,-2.13,0.95,0.93,0.21,-1.61,-0.07,-1.57,-0.33,-2.76,-0.13,1,229,87,49,2761,-358.93,-1337.8881541882877,-0.0027860585629509932,1
476,8.59,0.0,1.12,0.88,0.68,0.79,0.04,-0.13,0.9,1.65,0.07,1,57,0,0,2562,179.34,1.0,0.005576000892160143,1
477,44.2,0.0,1.02,0.55,0.55,0.75,0.02,-0.15,1.14,1.31,0.06,1,0,0,0,2818,169.07999999999998,1.0,0.005914360066240834,1
478,13.25,6.56,1.08,1.07,0.47,1.58,0.05,0.04,0.93,1.6,0.05,0,122,102,89,2554,127.7,-607.7522018970188,0.007830853563038372,1
